total_reward,energy,overshoot,vel_pen,sym_pen
39.2945,18.4814,0.0375,0.0187,0.0335
42.3852,18.0909,0.0393,0.0184,0.0311
41.4468,18.3566,0.0411,0.0192,0.0326
42.3028,17.9014,0.0370,0.0175,0.0297
42.4546,18.1077,0.0410,0.0190,0.0321
42.2010,17.7577,0.0350,0.0120,0.0314
40.2862,18.2619,0.0371,0.0185,0.0318
43.3202,17.7778,0.0372,0.0176,0.0297
43.4037,17.9341,0.0395,0.0184,0.0310
40.3351,18.5961,0.0387,0.0192,0.0332
42.2983,17.8098,0.0368,0.0175,0.0295
42.1381,17.8519,0.0333,0.0163,0.0264
44.2977,17.5376,0.0370,0.0166,0.0286
40.2749,18.5620,0.0372,0.0186,0.0321
39.3073,18.4159,0.0378,0.0188,0.0336
38.1408,18.7489,0.0347,0.0172,0.0302
42.4026,18.0719,0.0397,0.0185,0.0313
43.3066,17.9098,0.0371,0.0175,0.0296
45.3274,17.4401,0.0376,0.0161,0.0291
39.1129,18.3314,0.0336,0.0170,0.0298
41.2927,18.1029,0.0370,0.0176,0.0300
38.2738,18.5735,0.0371,0.0182,0.0334
43.2770,17.7299,0.0368,0.0172,0.0283
41.2342,18.1268,0.0363,0.0181,0.0310
44.5369,17.9385,0.0427,0.0193,0.0326
44.3216,17.7958,0.0372,0.0170,0.0299
42.4911,18.1233,0.0419,0.0193,0.0327
39.1456,18.2715,0.0343,0.0174,0.0304
39.0623,18.2576,0.0322,0.0130,0.0316
42.4716,18.1552,0.0415,0.0191,0.0324
44.2609,17.4605,0.0360,0.0112,0.0320
44.4379,17.9817,0.0403,0.0186,0.0313
42.2321,17.9926,0.0360,0.0172,0.0279
41.2096,17.8406,0.0353,0.0177,0.0307
43.2284,17.6388,0.0355,0.0116,0.0317
46.3459,17.4888,0.0373,0.0156,0.0306
41.3969,18.3350,0.0399,0.0187,0.0319
44.2948,17.7147,0.0365,0.0165,0.0295
41.1359,17.9520,0.0336,0.0126,0.0329
41.4373,18.2191,0.0407,0.0190,0.0324
42.3210,17.9916,0.0376,0.0178,0.0300
41.4447,18.3743,0.0411,0.0191,0.0326
40.3043,18.4223,0.0377,0.0188,0.0325
42.2022,17.7981,0.0350,0.0169,0.0274
40.3364,18.3091,0.0383,0.0191,0.0330
38.9870,18.4856,0.0304,0.0161,0.0277
42.4140,18.0868,0.0400,0.0186,0.0315
43.1578,17.6703,0.0336,0.0111,0.0303
40.1433,18.2702,0.0341,0.0167,0.0276
42.3840,18.0073,0.0391,0.0183,0.0310
41.1884,18.0574,0.0351,0.0176,0.0306
43.3822,17.9504,0.0390,0.0182,0.0307
41.1751,18.1049,0.0347,0.0175,0.0299
43.3492,17.8449,0.0380,0.0179,0.0301
44.4417,17.7588,0.0401,0.0185,0.0312
45.3058,17.4950,0.0364,0.0158,0.0298
43.2755,17.9126,0.0363,0.0169,0.0292
42.3846,18.1603,0.0393,0.0184,0.0313
38.3271,18.7560,0.0387,0.0188,0.0347
39.0320,18.4594,0.0315,0.0166,0.0275
39.3257,18.5736,0.0384,0.0191,0.0340
40.3570,18.3518,0.0389,0.0193,0.0333
41.3622,18.0688,0.0387,0.0182,0.0314
45.3047,17.6040,0.0365,0.0159,0.0298
41.4113,18.1869,0.0401,0.0187,0.0321
41.1724,18.0655,0.0346,0.0175,0.0301
41.1521,17.9628,0.0339,0.0173,0.0296
42.2726,17.8754,0.0369,0.0175,0.0285
43.2292,17.6506,0.0355,0.0116,0.0317
40.3244,18.3085,0.0381,0.0189,0.0328
42.4937,18.1205,0.0420,0.0193,0.0327
43.4099,17.8837,0.0396,0.0184,0.0311
42.3780,18.0515,0.0390,0.0183,0.0312
44.4540,17.7867,0.0405,0.0186,0.0314
43.4566,17.9711,0.0408,0.0188,0.0318
42.3871,18.0981,0.0393,0.0184,0.0315
43.3225,17.7485,0.0372,0.0176,0.0297
39.1093,18.4287,0.0335,0.0172,0.0298
44.3873,17.7572,0.0388,0.0179,0.0306
42.2443,17.9248,0.0363,0.0173,0.0282
44.4089,17.7312,0.0393,0.0181,0.0309
39.3356,18.5991,0.0387,0.0192,0.0341
36.0039,19.2231,0.0321,0.0154,0.0264
42.4671,18.0557,0.0412,0.0191,0.0325
37.1616,18.8138,0.0353,0.0158,0.0273
44.2538,17.6144,0.0359,0.0161,0.0279
43.2389,17.6935,0.0357,0.0168,0.0278
38.9957,18.4176,0.0305,0.0163,0.0274
38.3032,18.7302,0.0380,0.0186,0.0341
39.3042,18.5835,0.0379,0.0189,0.0337
39.1293,18.4364,0.0340,0.0174,0.0294
41.1468,18.1299,0.0340,0.0173,0.0295
39.2538,18.4606,0.0365,0.0182,0.0329
32.2932,19.5968,0.0000,0.0019,0.0032
38.0301,18.5535,0.0316,0.0162,0.0280
37.1265,18.7907,0.0345,0.0157,0.0271
37.1231,18.9474,0.0344,0.0156,0.0268
41.3134,18.1674,0.0376,0.0178,0.0305
39.2865,18.4886,0.0374,0.0186,0.0334
38.3358,18.8032,0.0390,0.0189,0.0349
44.5759,17.9796,0.0437,0.0196,0.0333
43.3112,17.9480,0.0372,0.0176,0.0297
40.2422,18.2348,0.0360,0.0181,0.0312
39.3645,18.4739,0.0393,0.0194,0.0344
42.0877,17.8758,0.0321,0.0112,0.0293
39.0558,18.4380,0.0322,0.0167,0.0289
40.2288,18.2665,0.0363,0.0175,0.0288
42.2858,17.9274,0.0373,0.0176,0.0287
42.4231,18.1495,0.0403,0.0187,0.0322
42.4004,18.0244,0.0396,0.0185,0.0314
42.2880,17.9772,0.0367,0.0174,0.0295
42.3399,17.9482,0.0380,0.0179,0.0306
41.3116,18.0134,0.0374,0.0177,0.0304
42.4394,18.1451,0.0407,0.0189,0.0323
41.0830,18.1338,0.0324,0.0167,0.0287
41.3001,18.1755,0.0373,0.0177,0.0302
41.3685,18.1493,0.0390,0.0183,0.0316
41.4443,18.3377,0.0410,0.0191,0.0326
42.1766,17.8866,0.0344,0.0166,0.0270
42.2010,17.9080,0.0351,0.0169,0.0275
43.5885,18.0323,0.0442,0.0199,0.0342
43.5041,17.9517,0.0420,0.0192,0.0328
43.2093,17.7697,0.0350,0.0164,0.0273
40.3243,18.3355,0.0381,0.0189,0.0327
41.3327,18.0778,0.0380,0.0179,0.0309
39.3183,18.5748,0.0382,0.0191,0.0341
43.3877,17.8964,0.0391,0.0183,0.0309
40.3647,18.4890,0.0393,0.0194,0.0335
43.4579,17.9460,0.0408,0.0188,0.0318
42.3173,17.9346,0.0374,0.0177,0.0302
40.0855,18.2089,0.0324,0.0162,0.0268
40.3630,18.5037,0.0393,0.0194,0.0335
40.1234,18.1241,0.0334,0.0165,0.0272
44.3609,17.6600,0.0381,0.0173,0.0305
42.4379,18.0644,0.0405,0.0188,0.0322
40.3266,18.3685,0.0382,0.0190,0.0322
40.1062,18.1415,0.0330,0.0163,0.0270
38.0295,18.5985,0.0316,0.0162,0.0281
39.0481,18.3811,0.0318,0.0167,0.0283
35.1493,19.2812,0.0353,0.0153,0.0271
37.9513,18.3199,0.0294,0.0122,0.0289
38.0084,18.4957,0.0310,0.0160,0.0276
40.0723,18.2224,0.0321,0.0161,0.0266
42.4401,17.9420,0.0404,0.0188,0.0322
40.2912,18.3009,0.0373,0.0186,0.0319
42.3385,17.8611,0.0379,0.0179,0.0305
40.2689,18.2130,0.0366,0.0183,0.0315
43.4990,17.9804,0.0419,0.0192,0.0327
42.3824,18.0259,0.0391,0.0183,0.0314
39.4483,18.5279,0.0414,0.0198,0.0361
35.9066,19.0940,0.0293,0.0146,0.0248
37.0949,18.7770,0.0335,0.0154,0.0264
41.0400,17.9230,0.0309,0.0163,0.0273
38.2886,18.8898,0.0379,0.0186,0.0341
41.1015,18.0185,0.0327,0.0169,0.0288
38.9976,18.3421,0.0305,0.0161,0.0278
38.3543,18.6198,0.0392,0.0190,0.0352
37.9938,18.4184,0.0305,0.0157,0.0274
33.3608,19.2591,0.0000,0.0020,0.0037
41.3318,18.0684,0.0380,0.0179,0.0309
32.7461,20.2393,0.0529,0.0191,0.0403
36.9734,18.6716,0.0304,0.0147,0.0250
40.3994,18.3824,0.0400,0.0197,0.0338
39.3367,18.5043,0.0386,0.0192,0.0339
42.5421,18.2609,0.0433,0.0198,0.0341
44.4149,17.8025,0.0396,0.0182,0.0310
41.4392,18.2357,0.0408,0.0190,0.0329
43.1260,17.7597,0.0328,0.0154,0.0261
35.8584,19.1089,0.0281,0.0142,0.0241
44.3108,17.7243,0.0369,0.0167,0.0298
38.9836,18.5022,0.0303,0.0162,0.0276
41.0465,17.9626,0.0313,0.0119,0.0310
40.2779,18.2283,0.0368,0.0184,0.0307
39.0015,18.1667,0.0304,0.0160,0.0277
38.3127,18.6355,0.0382,0.0186,0.0343
42.3271,17.8610,0.0376,0.0177,0.0304
42.3868,17.9687,0.0392,0.0184,0.0315
40.0876,18.2533,0.0326,0.0163,0.0268
36.9382,18.6700,0.0295,0.0145,0.0246
36.9519,18.9400,0.0300,0.0145,0.0247
37.0349,18.8114,0.0320,0.0150,0.0257
43.1027,17.7131,0.0322,0.0107,0.0293
